Escalier,-73,-80,-70,-78,-70
Escalier,-81,-75,-72,-77,-75
Escalier,-63,-69,-64,-69,-76
Escalier,-65,-67,-64,-67,-62
Escalier,-80,-82,-79,-79,-72
Escalier,-74,-81,-74,-80,-77
Escalier,-81,-83,-81,-82,-72
Escalier,-73,-81,-74,-80,-80
Escalier,-68,-73,-68,-73,-71
Escalier,-69,-73,-67,-73,-71
Escalier,-71,-75,-70,-75,-67
Escalier,-75,-78,-76,-77,-74
Escalier,-73,-81,-72,-80,-72
Escalier,-80,-78,-77,-78,-78
Escalier,-65,-68,-64,-68,-68
Escalier,-65,-69,-65,-69,-73
Escalier,-65,-70,-66,-69,-66
Escalier,-66,-69,-65,-69,-65
Escalier,-66,-70,-66,-69,-72
Escalier,-65,-69,-65,-69,-66
Couloir,-37,-31,-36,-32,-70
Couloir,-49,-37,-46,-38,-70
Couloir,-37,-32,-36,-32,-70
Couloir,-42,-37,-42,-37,-74
Couloir,-36,-31,-36,-31,-70
Couloir,-58,-36,-58,-36,-73
Couloir,-38,-32,-37,-32,-72
Couloir,-55,-36,-54,-36,-77
Couloir,-38,-32,-39,-31,-67
Couloir,-50,-34,-48,-35,-73
Couloir,-38,-32,-37,-31,-70
Couloir,-54,-34,-55,-34,-74
Couloir,-54,-31,-55,-32,-74
Couloir,-41,-36,-41,-35,-73
Couloir,-36,-32,-35,-32,-70
Couloir,-42,-36,-42,-36,-73
Couloir,-38,-31,-38,-31,-76
Couloir,-41,-37,-40,-37,-75
Couloir,-34,-32,-35,-32,-72
Couloir,-42,-34,-42,-35,-79
Couloir,-38,-31,-37,-31,-71
Couloir,-54,-36,-52,-36,-78
Couloir,-37,-32,-37,-32,-76
Couloir,-45,-36,-39,-36,-76
Couloir,-37,-32,-36,-32,-75
Couloir,-43,-38,-46,-38,-78
Couloir,-38,-32,-37,-31,-70
Couloir,-41,-37,-40,-38,-76
Couloir,-36,-31,-35,-32,-70
Couloir,-47,-35,-41,-36,-76
Couloir,-37,-31,-36,-31,-67
Couloir,-41,-36,-40,-38,-76
Couloir,-37,-32,-35,-32,-70
Couloir,-41,-36,-40,-37,-76
Couloir,-36,-31,-34,-31,-69
Couloir,-36,-37,-34,-37,-78
Couloir,-36,-32,-35,-32,-74
Couloir,-38,-37,-37,-37,-79
Couloir,-37,-31,-36,-31,-73
Couloir,-48,-36,-47,-37,-73
Couloir,-36,-32,-36,-32,-73
Couloir,-42,-39,-41,-36,-76
Couloir,-37,-37,-37,-32,-76
Couloir,-39,-39,-40,-37,-76
Couloir,-37,-39,-36,-32,-76
Couloir,-36,-41,-40,-37,-75
Couloir,-36,-36,-37,-32,-76
Couloir,-40,-41,-39,-37,-75
Couloir,-37,-37,-36,-32,-75
Couloir,-40,-37,-40,-37,-77
